"Time","Temperature [AmbientT(Therm3T)]","Temperature [Temperature]","Heat flow [Signal]","Heat [Signal]","Normalized heat flow [Signal]","Normalized heat [Signal]","Time markers"
-236.7474935054779,24.59166531433314,20.000297853682103,-4.549476743920535E-09,NaN,-1.1373691859801337E-09,NaN,""
-233.7943685054779,24.592560716826902,20.000327197312004,-1.866082122405189E-09,NaN,-4.665205306012973E-10,NaN,""
-230.8412435054779,24.59363053572247,20.00028561987189,8.173124991101564E-10,NaN,2.043281247775391E-10,NaN,""
-226.7162435054779,24.608524495206765,20.0002275434476,-8.0056485233841E-08,NaN,-2.001412130846025E-08,NaN,""
-219.0599935054779,24.636168586673833,20.00011975008434,1.3280443627908787E-08,NaN,3.320110906977197E-09,NaN,""
-211.6537435054779,24.662910013929732,20.000015476504373,-3.786247118006978E-08,NaN,-9.465617795017445E-09,NaN,""
-205.8881185054779,24.68372770729983,20.00009312705573,-5.553528596552028E-08,NaN,-1.388382149138007E-08,NaN,""
-201.8412435054779,24.69833958421814,20.000147629746245,-2.8866064286602732E-08,NaN,-7.216516071650683E-09,NaN,""
-200.6537435054779,24.69506829219374,20.00016362281373,-8.118173753579996E-08,NaN,-2.029543438394999E-08,NaN,""
-199.4662435054779,24.678838805265116,20.000179615881223,-1.3349741078499718E-07,NaN,-3.3374352696249295E-08,NaN,""
-195.8412435054779,24.629296160956695,20.000228436824077,-1.2017918241944916E-07,NaN,-3.004479560486229E-08,NaN,""
-192.9349935054779,24.5895766271577,20.000267577752403,-8.515126604815554E-08,NaN,-2.1287816512038884E-08,NaN,""
-187.8763997554779,24.520441148300584,20.00033570611555,-8.224679821113068E-08,NaN,-2.056169955278267E-08,NaN,""
-186.8412435054779,24.506293733708198,20.000329862449927,-8.165244764988622E-08,NaN,-2.0413111912471554E-08,NaN,""
